transaction_id,amount,merchant_risk_band,hour_of_day,is_international,days_since_last_transaction,distance_from_home_km,cardholder_age_years,is_fraud
51987,10.46,2,11,0,10,14,23,0
51988,2.82,1,21,0,3,5,50,0
51989,3.08,1,4,1,3,5,54,0
51990,35.99,1,7,0,4,13,38,0
51991,12.74,3,1,0,1,64,64,0
51992,65.82,1,21,0,1,2,32,0
51993,77.55,3,8,0,2,71,62,0
51994,34.31,1,2,0,1,49,27,0
51995,4.48,1,20,0,2,62,51,1
51996,9.34,3,22,0,1,2,46,0
51997,45.76,2,17,0,0,30,59,0
51998,52.16,1,14,0,1,60,50,0
51999,53.13,3,8,0,2,82,51,0
52000,104.0,1,9,0,0,8,44,0
52001,24.65,1,10,0,2,8,52,0
52002,44.28,3,13,0,2,51,25,0
52003,69.66,1,11,1,2,14,18,0
52004,118.68,3,18,0,1,85,74,0
52005,33.14,3,12,0,0,37,19,0
52006,31.67,1,15,0,2,50,71,0
52007,50.33,1,10,0,13,27,33,0
52008,35.85,1,10,0,9,31,67,0
52009,23.67,1,18,0,2,14,65,0
52010,14.78,1,13,0,1,25,42,0
52011,3.62,1,12,0,2,24,42,0
52012,67.59,3,3,0,3,9,34,0
52013,61.7,1,20,0,2,118,45,0
52014,47.55,1,13,0,1,67,49,0
52015,57.5,1,13,0,2,43,76,0
52016,27.2,2,10,0,1,8,18,0
52017,384.16,1,16,0,1,5,42,0
52018,106.78,1,11,0,2,10,55,0
52019,422.45,1,8,0,1,90,25,0
52020,14.33,1,14,0,2,52,62,0
52021,31.44,1,14,1,2,159,63,0
52022,31.44,1,6,1,3,102,57,0
52023,223.22,1,13,0,1,40,38,0
52024,2.31,1,20,0,1,28,57,0
52025,75.5,1,11,0,0,73,42,0
52026,45.03,3,12,0,6,3,38,0
52027,142.36,3,7,0,1,12,56,0
52028,17.69,1,16,0,1,41,37,0
52029,3.83,1,7,0,1,3,58,0
52030,429.01,3,14,0,0,89,58,0
52031,36.07,3,19,0,4,8,61,0
52032,126.77,1,11,0,4,220,33,0
52033,24.54,3,9,0,1,144,53,1
52034,160.85,1,19,0,1,41,40,0
52035,100.19,1,6,0,4,19,76,0
52036,179.46,1,9,0,1,25,25,0
52037,23.9,1,2,0,2,27,46,0
52038,213.05,1,11,0,1,17,43,0
52039,72.93,3,3,0,1,43,45,0
52040,3.47,1,10,0,3,17,25,0
52041,216.32,1,14,0,4,11,33,0
52042,77.97,1,14,1,3,9,23,0
52043,24.99,2,19,0,0,50,23,0
52044,31.01,1,19,0,0,10,39,0
52045,9.94,1,17,0,0,40,79,0
52046,44.63,3,10,0,0,7,57,0
52047,75.62,1,1,0,3,0,34,0
52048,42.71,1,11,0,11,43,42,0
52049,49.7,1,11,0,0,5,27,0
52050,18.09,3,3,0,1,2,18,0
52051,11.12,2,0,0,2,68,45,0
52052,38.42,3,11,0,5,57,41,0
52053,51.51,1,20,0,1,90,41,0
52054,21.56,3,13,0,4,12,38,0
52055,68.03,1,9,0,4,69,37,0
52056,113.11,1,10,0,15,33,52,0
52057,130.5,3,22,0,0,69,28,0
52058,19.51,3,23,0,9,4,45,0
52059,4.24,3,22,0,7,7,18,0
52060,64.48,3,21,0,1,2,73,0
52061,25.29,3,14,0,2,23,56,0
52062,37.89,3,10,0,1,30,34,0
52063,19.61,1,7,1,1,14,39,1
52064,307.36,1,20,0,3,45,56,0
52065,21.37,1,12,0,9,16,58,0
52066,418.85,1,16,0,0,15,36,0
52067,101.09,1,11,0,5,89,36,0
52068,144.09,1,1,0,1,64,35,0
52069,30.98,2,16,1,0,9,55,0
52070,12.44,3,16,0,5,9,40,0
52071,91.26,1,19,0,0,6,52,0
52072,57.36,1,19,0,4,20,50,0
52073,19.06,3,6,0,5,6,38,0
52074,92.45,1,20,0,1,5,24,0
52075,78.77,2,20,0,0,104,60,0
52076,3.91,2,14,1,0,15,46,0
52077,82.05,3,2,0,2,95,47,0
52078,128.55,1,22,0,2,4,44,0
52079,5.07,3,16,0,1,30,25,0
52080,465.1,1,5,0,1,3,38,0
52081,226.81,1,17,0,6,15,48,0
52082,3.93,1,12,0,4,44,36,0
52083,22.99,1,19,0,1,46,50,0
52084,11.47,1,6,0,0,56,42,0
52085,7.83,3,12,0,1,31,23,0
52086,55.09,1,19,0,3,14,18,0
52087,44.46,1,14,0,4,14,50,0
52088,11.22,3,10,0,1,14,32,0
52089,13.04,1,8,0,2,28,40,0
52090,37.18,1,16,0,4,13,31,0
52091,62.51,1,10,0,11,11,60,0
52092,12.52,1,14,0,0,58,24,0
52093,40.08,1,11,0,1,38,58,0
52094,75.1,1,12,0,2,54,23,0
52095,120.54,3,4,0,7,3,53,0
52096,53.72,2,19,0,1,23,42,0
52097,45.09,1,17,0,0,43,45,0
52098,26.84,1,22,0,0,28,48,0
52099,21.54,1,13,0,1,8,41,0
52100,46.19,1,16,0,1,6,54,0
52101,41.45,1,4,0,1,34,38,0
52102,62.66,1,10,0,0,0,26,0
52103,13.55,1,7,0,1,106,37,0
52104,84.25,1,8,0,1,47,38,0
52105,5.08,1,6,0,2,140,47,0
52106,88.9,1,10,0,1,14,27,0
52107,27.79,1,9,0,4,29,58,0
52108,8.42,1,12,0,3,5,64,0
52109,8.48,2,19,1,3,0,40,0
52110,74.77,1,5,0,3,12,52,0
52111,43.05,1,8,1,4,83,75,0
52112,47.87,1,15,1,11,2,46,0
52113,28.59,3,6,0,7,2,25,0
52114,21.58,1,9,0,1,17,39,0
52115,42.78,1,9,0,1,36,34,0
52116,35.0,3,22,0,1,23,47,0
52117,13.57,3,10,0,1,36,62,0
52118,4.13,1,20,0,6,124,18,0
52119,14.7,3,9,0,5,1,64,0
52120,44.66,1,6,0,1,64,48,0
52121,107.24,3,13,0,3,2,55,0
52122,2.72,1,18,0,1,58,50,0
52123,19.02,1,14,0,9,82,35,0
52124,48.13,1,9,0,8,38,51,0
52125,42.75,2,18,0,1,40,59,0
52126,39.09,2,19,0,2,25,62,0
52127,18.43,1,12,0,4,13,61,1
52128,13.26,1,20,0,2,51,37,0
52129,65.25,1,20,0,1,79,64,0
52130,49.11,1,14,0,0,0,60,0
52131,33.06,1,8,0,4,8,58,0
52132,491.03,3,17,0,0,61,26,0
52133,177.3,3,19,0,1,57,36,0
52134,69.21,3,9,0,1,26,46,1
52135,121.53,1,6,0,5,24,57,0
52136,84.78,1,11,0,0,17,22,0
52137,25.6,3,13,0,9,13,27,0
52138,8.6,2,12,0,5,10,46,0
52139,128.09,1,23,0,1,33,28,0
52140,35.9,1,18,0,4,13,38,0
52141,117.92,1,22,0,4,24,42,0
52142,106.04,2,7,0,2,122,18,0
52143,5.2,1,8,0,8,22,47,0
52144,82.74,1,0,0,4,66,41,0
52145,348.52,1,17,0,7,1,21,1
52146,29.02,1,15,0,2,98,35,0
52147,57.52,3,10,0,1,28,55,0
52148,141.6,1,11,0,6,42,38,0
52149,5.46,1,11,0,0,3,44,0
52150,2.6,3,6,0,1,2,48,0
52151,29.95,1,11,0,1,21,18,0
52152,4.78,1,18,0,0,23,65,0
52153,210.82,1,11,0,4,2,50,0
52154,112.21,1,9,0,0,38,50,0
52155,198.88,1,13,0,0,103,53,0
52156,34.58,3,8,0,1,2,42,0
52157,157.46,3,6,0,4,48,43,0
52158,41.33,1,13,0,1,3,78,0
52159,61.67,1,14,0,1,1,22,0
52160,593.94,1,4,0,9,3,53,0
52161,7.17,3,10,0,0,83,28,0
52162,350.34,1,16,0,2,94,65,0
52163,3.19,3,18,0,1,24,45,0
52164,35.9,1,9,0,0,119,23,0
52165,75.86,1,15,0,1,24,52,0
52166,19.3,1,18,0,3,37,60,0
52167,53.18,1,13,0,0,57,49,0
52168,59.17,1,17,1,7,12,57,0
52169,82.03,1,6,0,1,4,65,0
52170,28.26,1,16,0,0,59,56,0
52171,15.15,1,16,0,8,70,37,0
52172,46.8,3,14,0,1,45,64,0
52173,24.11,1,9,0,1,44,51,0
52174,38.02,2,13,0,1,5,37,0
52175,24.49,1,7,0,4,36,51,0
52176,47.51,3,13,0,1,16,50,1
52177,16.66,3,18,0,1,21,46,0
52178,19.67,1,13,0,1,14,24,0
52179,8.66,1,9,0,5,76,62,0
52180,44.89,1,11,0,7,22,55,0
52181,11.37,1,13,0,0,20,35,0
52182,54.73,1,14,0,8,24,52,0
52183,137.69,1,13,0,1,1,49,0
52184,280.75,1,18,0,6,16,21,0
52185,31.74,3,2,0,8,35,43,1
52186,1345.6,1,14,0,0,10,49,0
52187,81.6,1,11,0,1,55,69,0
52188,43.21,2,6,1,2,74,45,0
52189,456.85,1,2,1,0,9,70,0
52190,11.62,3,18,0,2,20,40,0
52191,35.91,1,20,0,2,9,41,0
52192,24.86,1,13,0,2,40,19,0
52193,6.84,1,23,0,3,14,43,0
52194,132.64,1,8,0,6,0,38,0
52195,53.71,1,3,0,2,56,36,0
52196,87.21,1,18,1,2,58,36,0
52197,85.38,1,9,0,3,16,30,0
52198,4.06,1,13,0,2,22,31,0
52199,173.01,3,9,0,6,11,44,0
52200,13.8,3,10,0,1,4,53,0
52201,130.46,2,20,1,1,2,65,1
52202,7.21,1,12,0,1,132,50,0
52203,58.88,1,2,0,1,52,20,0
52204,16.2,1,14,0,4,26,49,0
52205,49.22,1,22,0,0,32,64,0
52206,29.97,2,8,0,0,21,48,0
52207,53.4,1,15,0,9,20,62,0
52208,27.33,3,11,0,2,0,39,0
52209,19.69,2,9,0,1,11,35,0
52210,186.54,3,20,0,12,36,36,0
52211,186.45,3,1,0,3,49,52,0
52212,435.14,2,21,0,0,48,30,0
52213,39.25,3,3,0,12,15,40,0
52214,33.11,3,15,0,0,65,50,0
52215,42.16,1,0,0,3,91,64,0
52216,15.8,1,19,0,3,19,32,0
52217,7.74,2,16,0,3,51,65,0
52218,19.12,1,1,0,2,15,66,0
52219,14.85,1,15,0,0,18,28,1
52220,80.22,3,15,0,1,37,37,0
52221,107.06,1,11,0,7,138,36,0
52222,3.05,3,20,0,0,16,29,0
52223,13.82,1,20,0,1,41,48,0
52224,64.52,1,12,0,2,27,57,0
52225,46.83,1,0,0,1,20,45,0
52226,29.66,1,16,0,1,31,43,0
52227,28.56,1,13,0,0,73,68,0
52228,60.42,1,13,0,1,17,36,0
52229,65.22,1,12,0,0,0,46,0
52230,7.11,3,11,0,6,12,43,0
52231,3.79,1,11,0,1,6,33,0
52232,34.68,1,3,0,3,35,32,0
52233,100.02,1,4,0,15,13,49,0
52234,21.76,1,3,0,2,20,68,0
52235,655.14,3,8,0,1,3,51,0
52236,113.19,1,2,0,2,259,29,0
52237,21.04,1,23,0,3,1,34,0
52238,4.07,2,16,1,3,25,47,0
52239,99.97,1,12,0,0,19,34,0
52240,12.99,2,9,0,2,4,49,0
52241,18.26,1,19,0,9,36,52,0
52242,14.18,1,9,1,3,76,39,0
52243,7.34,3,22,0,10,3,18,0
52244,19.26,2,13,0,2,26,43,0
52245,18.96,1,9,0,2,5,59,0
52246,12.71,2,3,0,2,322,50,0
52247,16.61,2,15,0,3,117,67,0
52248,384.77,1,6,0,4,45,56,0
52249,95.65,1,10,0,15,7,37,0
52250,30.88,3,23,0,5,8,36,0
52251,4.01,1,2,0,0,159,40,0
52252,74.12,3,6,0,0,50,38,0
52253,397.35,1,11,0,4,87,47,0
52254,347.08,1,3,0,6,1,27,0
52255,30.73,1,14,0,3,34,33,0
52256,57.43,1,18,0,1,20,39,0
52257,8.68,1,12,0,4,1,44,0
52258,51.65,1,13,0,0,5,56,0
52259,89.34,1,12,0,2,19,37,0
52260,70.65,1,10,0,6,4,18,0
52261,168.72,3,20,0,2,0,59,0
52262,86.26,1,3,0,2,25,40,0
52263,4.38,1,18,0,0,13,41,0
52264,22.26,1,17,0,1,22,56,0
52265,133.48,3,12,0,2,26,61,0
52266,4.39,3,18,0,0,14,50,0
52267,40.01,1,1,1,1,3,44,0
52268,21.06,3,9,1,1,27,40,0
52269,7.32,1,20,0,0,6,29,0
52270,124.33,1,18,0,12,44,48,0
52271,13.19,1,21,0,3,7,26,0
52272,574.45,1,15,0,5,65,43,0
52273,27.7,2,5,0,1,127,73,0
52274,148.02,1,22,1,1,11,23,0
52275,324.15,1,12,0,12,5,50,0
52276,56.14,1,23,0,2,15,38,0
52277,40.83,1,14,0,3,51,33,0
52278,99.35,1,17,0,2,37,37,0
52279,315.03,3,8,0,2,126,46,0
52280,55.9,1,10,0,4,56,79,0
52281,14.73,1,0,0,11,16,56,0
52282,5.63,1,17,0,8,27,53,0
52283,57.31,1,10,0,0,21,36,0
52284,9.88,1,2,0,0,93,28,0
52285,121.93,2,3,0,0,43,33,0
52286,188.81,3,9,1,3,6,63,0
52287,78.12,1,23,0,1,5,36,0
52288,33.95,1,0,0,2,17,48,0
52289,81.67,1,11,0,4,29,45,0
52290,37.97,1,16,0,2,40,46,0
52291,26.07,1,9,0,2,12,42,0
52292,20.73,3,10,0,3,9,52,0
52293,42.6,2,10,0,3,5,33,0
52294,37.51,1,2,0,6,53,54,0
52295,184.64,2,1,0,1,4,74,0
52296,77.23,1,17,0,5,32,45,0
52297,6.56,1,18,1,0,61,39,0
52298,70.24,2,9,0,7,19,42,0
52299,41.54,1,23,0,0,2,56,0
52300,53.15,1,3,0,3,1,26,0
52301,26.65,1,14,0,0,89,63,0
52302,38.57,1,9,0,1,66,46,0
52303,313.06,1,11,0,0,45,50,0
52304,22.87,3,10,0,0,4,43,0
52305,16.09,1,1,0,5,80,44,0
52306,14.81,2,19,0,10,15,31,0
52307,9.19,3,17,0,1,47,31,0
52308,80.44,3,2,0,0,21,25,0
52309,169.44,1,15,1,5,3,23,0
52310,16.98,3,10,1,4,157,63,0
52311,73.26,1,7,0,4,109,42,0
52312,141.37,3,8,1,3,107,50,0
52313,49.29,1,4,0,3,35,50,0
52314,37.6,1,6,0,3,101,46,0
52315,15.61,3,12,0,5,28,55,0
52316,82.32,2,18,0,3,4,64,0
52317,26.94,1,13,0,3,52,46,0
52318,80.09,3,13,0,0,37,34,0
52319,18.83,3,18,0,1,44,62,0
52320,55.88,1,19,0,8,7,22,0
52321,151.0,3,14,0,1,11,54,0
52322,68.65,3,11,0,5,32,46,0
52323,16.01,3,8,0,4,32,54,0
52324,8.82,1,5,0,0,68,28,0
52325,40.16,2,14,0,6,26,54,0
52326,222.53,1,19,0,2,31,40,0
52327,102.44,1,19,0,3,5,36,0
52328,478.9,1,11,0,0,38,67,0
52329,1291.0,1,6,1,1,1,59,0
52330,32.15,1,20,0,1,42,51,0
52331,83.55,3,13,0,0,69,48,0
52332,36.44,1,10,0,5,46,32,0
52333,18.06,1,5,0,2,9,33,0
52334,65.05,1,14,1,1,32,52,0
52335,50.99,1,8,0,4,2,27,0
52336,34.42,1,15,0,1,45,61,0
52337,23.18,1,17,0,10,83,63,0
52338,43.71,2,8,0,2,22,60,0
52339,22.74,1,9,0,5,229,53,0
52340,30.64,1,12,0,4,45,31,0
52341,8.73,1,13,0,3,18,30,0
52342,12.77,1,15,1,2,5,64,0
52343,18.21,1,3,0,1,22,50,0
52344,47.53,3,16,0,2,21,55,0
52345,40.67,1,20,0,3,20,63,0
52346,16.99,1,14,0,3,27,75,0
52347,19.1,1,9,0,0,48,32,0
52348,48.07,1,16,0,2,7,63,0
52349,19.69,1,9,0,4,11,20,0
52350,10.59,2,3,0,0,24,39,0
52351,88.88,1,8,0,4,20,26,0
52352,6.23,1,16,1,1,0,52,0
52353,9.48,3,10,0,2,55,71,0
52354,157.3,1,21,0,1,35,33,0
52355,8.14,2,18,0,2,33,18,0
52356,255.57,1,6,0,1,20,29,0
52357,8.12,1,18,0,1,83,26,0
52358,10.45,3,22,0,1,62,18,0
52359,9.33,1,18,0,4,26,52,0
52360,6.67,1,16,0,2,50,49,0
52361,225.3,1,7,0,0,22,35,0
52362,174.53,2,6,0,1,20,51,0
52363,6.0,3,12,0,2,3,54,0
52364,283.68,1,9,1,0,12,68,0
52365,7.46,1,9,0,8,13,49,0
52366,1726.74,1,3,0,2,79,28,0
52367,30.31,1,10,0,1,32,55,0
52368,16.82,1,9,0,2,100,29,0
52369,70.22,1,20,0,4,36,49,0
52370,11.7,1,19,0,3,6,69,0
52371,5.85,1,19,0,3,3,48,0
52372,20.83,3,13,0,6,14,55,0
52373,40.81,1,12,0,3,17,22,0
52374,2.21,1,6,0,5,45,64,0
52375,11.45,1,5,0,1,9,18,0
52376,464.7,1,10,0,12,38,70,0
52377,36.28,1,9,0,0,12,75,0
52378,2.0,1,12,0,7,24,40,0
52379,36.76,1,6,0,2,22,37,0
52380,58.41,1,16,0,0,132,42,0
52381,35.85,1,21,0,5,10,62,0
52382,101.77,3,6,0,2,25,20,0
52383,25.18,3,14,0,0,7,41,0
52384,137.43,3,16,0,3,1,49,0
52385,36.05,1,12,0,3,24,68,0
52386,42.63,3,15,0,1,55,29,0
52387,57.51,1,7,0,0,9,53,0
52388,90.55,3,14,0,1,22,48,0
52389,58.21,1,16,0,5,25,59,0
52390,13.93,1,16,0,0,103,58,0
52391,294.01,1,11,0,3,35,35,0
52392,13.23,1,10,0,1,25,90,0
52393,11.85,3,5,0,1,4,67,0
52394,2.92,1,6,0,1,1,28,0
52395,26.29,3,17,0,3,2,33,0
52396,19.16,2,18,0,5,24,55,0
52397,39.98,1,21,0,8,49,37,0
52398,12.45,1,17,0,1,18,42,0
52399,312.69,3,19,0,1,22,70,0
52400,17.07,1,6,0,0,10,61,0
52401,17.06,1,5,1,9,14,39,0
52402,33.35,1,12,0,6,184,41,0
52403,59.55,1,21,0,3,43,18,0
52404,176.36,1,19,0,1,4,51,0
52405,72.46,1,1,0,10,41,18,0
52406,70.82,1,19,0,1,9,29,0
52407,42.74,1,6,1,0,0,26,0
52408,12.62,2,20,0,1,28,60,0
52409,16.42,1,13,0,2,49,49,0
52410,2.05,3,13,0,0,23,53,0
52411,24.35,3,9,0,0,40,23,0
52412,84.09,2,18,0,5,29,63,0
52413,26.12,1,7,0,8,101,45,0
52414,64.23,3,13,0,1,1,25,0
52415,432.45,1,14,0,6,30,38,0
52416,42.02,1,7,0,1,12,70,0
52417,77.21,1,14,0,0,60,33,0
52418,42.58,1,14,0,0,86,49,0
52419,12.64,1,10,0,1,199,45,0
52420,27.73,3,16,0,4,27,34,0
52421,8.88,1,14,0,0,52,53,0
52422,110.26,1,14,0,7,0,51,0
52423,122.48,1,10,0,4,7,42,0
52424,32.45,1,21,0,5,31,42,0
52425,365.24,1,5,0,1,62,29,0
52426,27.28,1,20,0,2,1,20,0
52427,113.82,1,18,0,2,16,57,0
52428,26.53,1,8,0,2,15,34,0
52429,65.43,2,0,0,6,37,51,0
52430,5.98,1,19,0,3,27,49,0
52431,19.23,3,7,0,6,5,46,0
52432,39.89,1,5,0,4,102,74,0
52433,110.54,1,17,0,2,37,24,0
52434,38.92,1,14,0,9,1,40,0
52435,216.25,1,14,0,5,10,43,0
52436,22.86,1,8,0,1,11,52,0
52437,10.99,1,22,0,2,40,42,0
52438,416.23,1,19,0,0,94,33,0
52439,5.09,1,4,0,6,16,23,0
52440,14.08,1,22,0,1,2,39,0
52441,36.21,1,10,0,1,43,26,0
52442,24.99,1,22,0,5,24,56,0
52443,43.13,1,11,0,0,108,23,0
52444,41.59,2,11,0,0,22,47,0
52445,635.99,2,7,0,2,6,67,0
52446,26.83,3,8,0,1,19,62,0
52447,58.44,1,8,1,2,40,48,0
52448,39.17,1,14,0,3,38,42,0
52449,2.0,1,14,0,4,28,57,0
52450,7.69,3,11,0,2,193,70,0
52451,2.06,1,10,0,0,28,29,0
52452,8.54,1,12,0,3,8,23,0
52453,28.23,1,11,0,10,21,28,0
52454,107.96,3,6,0,2,20,36,0
52455,201.39,1,22,0,4,49,40,0
52456,926.85,3,14,0,5,28,70,0
52457,39.37,1,7,0,1,55,47,0
52458,36.59,1,8,0,2,30,37,0
52459,5.34,1,20,0,3,22,69,0
52460,9.54,1,7,0,2,13,42,0
52461,100.26,1,14,0,0,22,57,0
52462,431.82,3,14,0,2,40,30,0
52463,215.21,1,12,1,0,37,63,0
52464,15.76,1,4,0,1,63,41,0
52465,7.8,3,21,0,7,22,40,0
52466,3.3,1,3,0,1,153,18,0
52467,31.53,3,17,0,2,12,35,0
52468,443.56,3,15,0,4,8,24,0
52469,17.96,1,10,0,0,19,47,0
52470,15.32,3,21,0,1,18,29,0
52471,25.13,1,7,1,0,4,19,0
52472,24.33,2,17,0,3,60,53,0
52473,38.7,1,19,0,0,15,33,0
52474,2.0,1,8,0,1,4,32,0
52475,9.64,1,18,0,10,38,82,0
52476,20.95,1,9,0,1,61,34,0
52477,49.46,3,9,0,5,20,59,0
52478,16.59,3,17,0,2,39,26,0
52479,45.8,2,10,0,5,65,48,0
52480,15.39,1,12,0,1,30,53,0
52481,103.92,1,12,0,2,63,18,0
52482,52.89,1,21,0,1,10,24,0
52483,44.67,1,18,0,2,3,62,0
52484,100.38,1,8,0,1,9,38,0
52485,74.65,2,6,0,0,23,45,0
52486,16.77,1,2,0,0,55,60,0
52487,12.32,1,11,0,0,19,63,0
52488,203.63,1,21,0,4,46,35,0
52489,446.16,1,13,0,1,14,44,0
52490,163.77,3,11,0,5,9,36,0
52491,158.43,1,14,0,6,38,41,0
52492,9.48,3,11,0,7,77,34,0
52493,29.21,2,12,0,1,1,38,0
52494,24.68,2,15,0,2,56,74,0
52495,23.58,3,19,0,0,3,36,0
52496,12.69,1,12,0,0,127,18,0
52497,56.64,1,10,0,1,35,40,0
52498,57.52,3,20,0,2,100,18,0
52499,11.08,1,19,0,3,1,49,0
52500,13.88,3,18,0,1,21,41,0
52501,47.05,1,7,0,3,7,76,0
52502,34.86,3,18,0,2,12,59,0
52503,16.61,3,12,1,3,27,18,0
52504,27.93,1,6,0,0,14,24,0
52505,6.6,1,20,0,1,65,39,0
52506,86.49,1,2,0,0,25,48,0
52507,21.77,1,10,0,1,0,58,0
52508,20.82,1,19,0,5,30,52,0
52509,67.8,1,21,0,4,54,52,0
52510,142.34,1,22,0,5,29,36,0
52511,36.67,1,9,0,1,78,38,0
52512,16.18,1,15,0,2,13,49,0
52513,61.49,2,9,0,5,10,49,0
52514,39.45,3,16,0,0,2,51,0
52515,54.89,1,14,0,3,45,31,0
52516,104.69,3,17,0,2,18,43,0
52517,29.07,3,14,0,3,50,58,0
52518,138.09,1,6,0,2,45,35,0
52519,17.25,1,4,0,2,28,51,0
52520,14.99,1,11,0,0,46,31,0
52521,117.18,3,18,0,1,26,43,0
52522,64.93,1,6,0,1,22,53,0
52523,29.75,3,13,0,5,36,56,0
52524,35.85,1,13,0,0,2,31,0
52525,24.82,1,7,0,8,13,18,0
52526,28.19,1,9,0,1,5,64,0
52527,7.38,3,15,0,2,22,63,0
52528,13.37,1,22,0,6,28,18,0
52529,29.94,3,18,0,3,9,51,0
52530,4.76,3,16,0,1,53,45,0
52531,2.21,1,13,0,3,86,65,0
52532,4.49,3,3,0,6,33,63,0
52533,168.96,1,13,1,2,54,58,0
52534,442.41,1,16,0,7,80,39,0
52535,52.45,2,8,0,0,56,18,0
52536,29.06,1,7,0,2,33,51,0
52537,162.4,1,13,0,1,45,27,0
52538,8.78,1,19,0,3,0,18,0
52539,54.37,1,22,0,3,18,87,0
52540,54.82,2,7,0,4,57,33,0
52541,26.23,1,2,0,4,17,52,0
52542,3.27,3,11,1,2,63,57,0
52543,154.81,1,17,0,5,10,51,0
52544,17.35,3,14,0,3,19,18,0
52545,14.65,3,7,0,4,5,66,0
52546,5.13,3,1,0,1,8,43,0
52547,78.85,1,14,1,19,8,51,0
52548,58.96,1,11,0,1,24,33,0
52549,73.89,1,5,0,0,11,30,0
52550,20.14,1,11,0,0,25,31,0
52551,24.62,1,8,0,3,10,32,0
52552,14.72,1,17,0,4,135,35,0
52553,49.7,1,0,0,2,6,62,0
52554,35.85,3,7,0,4,37,38,0
52555,24.11,3,3,0,5,1,52,0
52556,7.29,1,9,0,9,14,35,0
52557,24.01,3,18,0,1,28,50,0
52558,5.3,1,20,0,2,74,43,0
52559,16.04,1,12,1,0,28,35,0
52560,12.45,1,21,0,5,2,23,0
52561,26.71,1,8,0,2,6,50,0
52562,51.45,1,19,0,0,2,29,0
52563,29.47,1,13,1,6,22,51,0
52564,16.69,1,3,0,1,65,20,0
52565,25.73,1,19,0,3,16,33,0
52566,44.3,1,1,0,3,10,18,0
52567,63.25,1,10,0,5,24,29,0
52568,209.27,2,14,0,10,2,37,0
52569,803.29,1,17,0,4,2,64,0
52570,241.3,1,3,0,1,5,65,0
52571,36.19,3,8,0,4,1,59,0
52572,10.86,1,17,0,1,40,52,0
52573,22.64,1,13,1,6,44,47,0
52574,47.44,1,13,0,14,50,35,0
52575,21.11,1,13,0,8,141,40,0
52576,23.82,1,6,0,1,87,33,0
52577,84.66,1,12,0,12,54,60,0
52578,28.2,1,4,0,2,3,38,0
52579,55.33,1,20,0,1,32,61,1
52580,27.3,3,18,0,2,17,23,0
52581,2.69,1,1,0,4,66,67,0
52582,2.68,1,14,0,2,14,33,0
52583,59.79,3,4,0,1,25,37,0
52584,32.53,1,20,0,2,25,48,0
52585,43.89,1,13,0,2,28,23,0
52586,52.37,3,9,0,9,20,44,0
52587,48.49,2,11,0,1,34,37,0
52588,34.21,1,6,0,1,30,62,0
52589,192.64,3,12,0,7,194,34,0
52590,48.17,3,22,0,6,107,65,0
52591,49.9,1,20,0,1,13,46,0
52592,18.69,1,15,0,0,48,32,0
52593,8.13,2,17,0,5,31,48,0
52594,613.12,3,12,0,8,32,46,0
52595,106.04,1,0,0,2,18,28,0
52596,50.49,1,5,0,1,1,37,0
52597,26.94,1,16,0,3,45,45,0
52598,82.03,3,16,0,6,27,62,0
52599,18.9,1,10,0,2,28,64,0
52600,91.03,1,14,0,0,11,39,0
52601,255.17,3,8,1,4,20,57,0
52602,32.99,2,1,0,3,37,69,0
52603,274.12,1,15,0,3,22,37,0
52604,25.93,1,13,0,2,58,35,0
52605,3.61,3,17,0,1,11,41,0
52606,106.52,1,0,0,1,14,58,0
52607,32.09,1,16,1,2,64,54,0
52608,107.34,3,19,0,8,4,42,0
52609,8.53,3,7,1,1,4,52,0
52610,19.46,3,8,0,2,34,22,0
52611,209.81,3,11,0,3,31,27,0
52612,53.72,3,10,0,18,72,55,0
52613,256.25,1,13,0,1,105,18,0
52614,16.19,1,2,0,1,60,33,0
52615,788.5,1,15,1,1,4,62,0
52616,706.13,1,12,1,7,7,48,0
52617,97.58,1,22,0,0,50,57,0
52618,44.68,3,10,0,4,38,43,0
52619,64.33,1,22,0,4,16,81,0
52620,142.3,1,12,0,1,35,71,0
52621,50.8,1,11,1,5,33,36,0
52622,23.32,3,14,0,2,62,18,0
52623,9.63,1,9,0,15,11,36,0
52624,2.18,1,12,0,4,6,85,0
52625,24.95,2,12,0,3,2,45,0
52626,2.52,1,19,0,4,1,24,0
52627,30.03,1,19,0,0,10,48,0
52628,278.7,1,10,0,1,51,38,0
52629,33.38,1,8,0,2,54,28,0
52630,10.74,3,14,0,5,10,18,0
52631,18.81,3,13,0,6,2,35,0
52632,12.69,1,21,0,6,140,42,0
52633,334.22,1,10,0,1,3,59,0
52634,15.59,1,21,0,1,7,44,0
52635,3.58,1,10,0,0,52,47,0
52636,1004.34,1,1,0,2,45,26,0
52637,28.57,3,9,1,3,6,37,0
52638,11.66,2,14,0,4,37,45,0
52639,37.03,1,8,0,2,16,41,0
52640,26.91,1,5,0,1,29,49,0
52641,67.37,1,20,0,6,14,32,0
52642,29.62,3,11,0,2,67,55,1
52643,2.26,1,9,0,1,20,65,0
52644,28.99,1,10,0,1,49,18,0
52645,115.81,2,12,0,2,41,41,0
52646,18.19,2,14,0,9,7,71,0
52647,94.28,1,10,1,7,35,18,0
52648,124.89,1,2,0,1,30,32,0
52649,169.52,1,9,0,2,92,60,0
